timestamp,device_id,device_type,latency_ms,packet_loss_percent,bandwidth_utilization,throughput_mbps,jitter_ms,cpu_usage_percent,memory_usage_percent,error_rate,interface_utilization,device_status,failure_type
2025-01-01T03:57:05+00:00,ac-3,access_switch,10.99,0.94,29.3,131.87,1.59,18.29,32.57,0.73,35.54,healthy,normal
2025-01-01T03:57:10+00:00,co-5,core_switch,410.41,88.62,3.9,4.03,32.73,31.0,50.82,61.18,8.71,offline,link_failure
2025-01-01T03:57:15+00:00,ro-3,router,29.92,0.91,60.19,318.69,1.31,49.8,45.38,0.29,62.01,healthy,normal
2025-01-01T03:57:20+00:00,ro-1,router,140.4,5.83,71.25,141.25,19.03,87.11,91.41,7.08,81.24,warning,device_overload
2025-01-01T03:57:25+00:00,co-5,core_switch,131.49,6.24,91.09,537.17,25.28,95.29,68.28,2.18,90.73,warning,traffic_spike
2025-01-01T03:57:30+00:00,se-5,server,23.93,0.17,39.86,247.8,5.47,46.05,43.9,0.12,22.31,healthy,normal
2025-01-01T03:57:35+00:00,ro-5,router,59.79,6.99,95.88,789.06,18.39,93.83,70.72,3.77,92.83,warning,traffic_spike
2025-01-01T03:57:40+00:00,cl-4,client,230.32,82.65,14.99,0.6,81.67,59.17,35.09,31.94,1.37,warning,link_failure
2025-01-01T03:57:45+00:00,cl-6,client,15.98,0.68,25.53,142.46,5.32,54.78,27.88,0.1,37.71,healthy,normal
2025-01-01T03:57:50+00:00,cl-5,client,109.02,15.45,95.67,61.77,22.04,70.15,45.65,5.54,91.61,warning,congestion
2025-01-01T03:57:55+00:00,ro-7,router,228.15,9.62,97.1,109.81,31.16,80.26,42.25,2.92,90.66,warning,congestion
2025-01-01T03:58:00+00:00,ac-3,access_switch,147.68,6.81,83.27,62.25,27.98,56.06,59.4,5.84,99.2,warning,congestion
2025-01-01T03:58:05+00:00,ro-5,router,40.25,0.02,55.22,127.07,3.51,50.07,26.67,0.31,38.26,healthy,normal
2025-01-01T03:58:10+00:00,ro-6,router,229.14,80.15,20.44,10.72,43.96,42.35,36.77,40.34,8.86,offline,link_failure
2025-01-01T03:58:15+00:00,da-4,database,478.86,90.21,8.64,15.84,79.85,35.29,48.97,34.49,12.92,offline,link_failure
2025-01-01T03:58:20+00:00,se-3,server,24.14,0.68,45.96,207.39,5.64,21.19,32.25,0.02,59.03,healthy,normal
2025-01-01T03:58:25+00:00,co-3,core_switch,86.58,5.3,95.77,48.22,17.03,46.02,74.23,6.1,93.48,warning,congestion
2025-01-01T03:58:30+00:00,da-1,database,21.64,0.27,19.95,179.26,1.14,36.11,55.38,0.25,64.45,healthy,normal
2025-01-01T03:58:35+00:00,cl-1,client,410.44,91.26,3.52,6.5,69.2,5.23,7.14,57.3,1.56,warning,device_failure
2025-01-01T03:58:40+00:00,co-5,core_switch,155.39,4.13,71.41,58.41,17.16,93.6,85.28,2.73,87.25,warning,device_overload
2025-01-01T03:58:45+00:00,da-1,database,217.52,5.2,95.8,149.79,33.34,57.4,56.65,5.77,91.63,warning,congestion
2025-01-01T03:58:50+00:00,ro-6,router,14.14,0.85,52.68,131.22,1.0,21.9,28.16,0.38,32.22,healthy,normal
2025-01-01T03:58:55+00:00,se-8,server,123.25,2.32,98.61,756.09,19.1,75.55,87.44,4.81,93.05,warning,traffic_spike
2025-01-01T03:59:00+00:00,co-8,core_switch,151.77,5.63,97.65,134.71,13.54,78.94,64.9,4.87,88.56,warning,congestion
2025-01-01T03:59:05+00:00,da-8,database,35.08,0.54,41.6,148.42,3.18,22.71,50.74,0.85,26.18,healthy,normal
2025-01-01T03:59:10+00:00,cl-1,client,229.02,97.23,0.66,19.57,44.56,42.64,56.3,28.8,10.92,offline,link_failure
2025-01-01T03:59:15+00:00,se-5,server,162.39,7.2,94.51,72.3,26.49,56.81,69.32,5.78,90.86,warning,congestion
2025-01-01T03:59:20+00:00,da-7,database,378.45,83.35,17.36,3.73,44.94,63.8,65.73,57.37,15.42,warning,link_failure
2025-01-01T03:59:25+00:00,se-3,server,60.09,2.83,93.09,550.46,23.59,71.5,76.26,1.1,93.74,warning,traffic_spike
2025-01-01T03:59:30+00:00,ac-6,access_switch,80.36,7.12,53.47,78.13,20.9,93.79,86.91,2.52,60.67,warning,device_overload
2025-01-01T03:59:35+00:00,ac-5,access_switch,21.64,1.2,23.51,309.71,4.19,28.79,35.92,0.26,22.66,healthy,normal
2025-01-01T03:59:40+00:00,se-6,server,18.48,0.86,31.77,234.88,3.29,28.0,57.67,0.07,43.82,healthy,normal
2025-01-01T03:59:45+00:00,co-5,core_switch,293.57,86.16,19.78,1.79,67.44,25.54,67.76,32.29,8.84,offline,link_failure
2025-01-01T03:59:50+00:00,ac-7,access_switch,93.15,5.11,80.14,188.74,9.78,92.17,87.27,2.5,84.02,warning,device_overload
2025-01-01T03:59:55+00:00,se-6,server,147.94,4.99,49.73,87.38,7.03,92.51,96.95,2.83,87.21,warning,device_overload
2025-01-01T04:00:00+00:00,da-4,database,158.51,4.36,67.75,178.85,21.36,86.68,99.33,6.69,68.98,warning,device_overload
2025-01-01T04:00:05+00:00,cl-4,client,41.92,0.04,41.65,140.87,2.9,28.49,65.81,0.67,42.82,healthy,normal
2025-01-01T04:00:10+00:00,se-3,server,95.48,6.21,84.51,140.82,21.73,94.85,84.21,3.95,76.97,warning,device_overload
2025-01-01T04:00:15+00:00,cl-1,client,22.08,1.3,47.45,163.32,3.12,28.93,28.51,0.73,56.55,healthy,normal
2025-01-01T04:00:20+00:00,da-1,database,295.73,72.25,1.71,18.55,56.27,35.75,25.42,24.84,2.96,offline,link_failure
2025-01-01T04:00:25+00:00,cl-4,client,12.6,0.07,60.76,277.54,1.77,59.23,31.26,0.84,47.29,healthy,normal
2025-01-01T04:00:30+00:00,da-4,database,30.44,0.17,26.11,231.92,5.42,26.89,54.89,0.49,22.33,healthy,normal
2025-01-01T04:00:35+00:00,se-7,server,34.41,0.93,56.28,275.54,3.15,54.38,31.21,0.84,48.66,healthy,normal
2025-01-01T04:00:40+00:00,ac-5,access_switch,14.37,0.59,48.16,159.02,3.34,26.1,61.13,0.83,18.52,healthy,normal
2025-01-01T04:00:45+00:00,da-6,database,70.27,7.64,98.12,792.54,22.17,85.99,67.36,1.96,94.71,warning,traffic_spike
2025-01-01T04:00:50+00:00,se-3,server,28.98,0.04,32.78,215.13,3.24,51.94,52.22,0.76,25.87,healthy,normal
2025-01-01T04:00:55+00:00,ro-8,router,19.98,0.94,19.9,239.06,3.95,47.84,47.56,0.28,55.14,healthy,normal
2025-01-01T04:01:00+00:00,co-4,core_switch,322.07,97.7,7.42,7.0,74.19,9.21,8.86,69.04,7.71,offline,device_failure
2025-01-01T04:01:05+00:00,ro-7,router,16.77,0.46,40.0,311.79,0.89,36.88,61.19,0.72,19.53,healthy,normal
2025-01-01T04:01:10+00:00,ac-3,access_switch,22.46,0.99,35.85,294.46,2.29,19.67,25.03,0.71,59.44,healthy,normal
2025-01-01T04:01:15+00:00,ac-1,access_switch,26.05,1.47,46.51,161.51,2.91,25.82,30.93,0.25,27.7,healthy,normal
2025-01-01T04:01:20+00:00,cl-6,client,191.42,84.52,19.68,22.11,85.59,54.8,40.17,60.32,8.75,offline,link_failure
2025-01-01T04:01:25+00:00,da-6,database,426.4,97.0,3.3,1.36,96.87,11.26,10.42,80.62,3.35,offline,device_failure
2025-01-01T04:01:30+00:00,cl-8,client,421.63,93.64,18.75,20.45,65.34,48.55,33.23,32.32,12.34,warning,link_failure
2025-01-01T04:01:35+00:00,se-3,server,286.44,95.49,4.96,5.43,77.16,11.23,8.63,42.82,6.56,warning,device_failure
2025-01-01T04:01:40+00:00,ac-5,access_switch,64.38,1.01,67.41,157.55,12.48,96.0,99.06,2.98,62.84,warning,device_overload
2025-01-01T04:01:45+00:00,se-4,server,431.15,87.21,1.52,23.84,70.54,47.37,47.66,51.74,6.01,offline,link_failure
2025-01-01T04:01:50+00:00,se-2,server,95.91,6.06,74.91,57.94,7.95,90.96,84.36,6.53,53.79,warning,device_overload
2025-01-01T04:01:55+00:00,ro-2,router,102.45,5.99,93.95,649.92,18.43,87.52,84.27,4.98,98.93,warning,traffic_spike
2025-01-01T04:02:00+00:00,co-1,core_switch,19.18,1.07,46.81,215.81,4.98,51.24,26.12,0.22,66.24,healthy,normal
2025-01-01T04:02:05+00:00,cl-6,client,267.56,74.43,14.3,6.0,69.16,58.93,27.55,28.13,0.29,warning,link_failure
2025-01-01T04:02:10+00:00,co-2,core_switch,117.27,14.93,92.18,135.05,29.79,47.47,62.89,6.58,92.8,warning,congestion
2025-01-01T04:02:15+00:00,se-8,server,139.56,8.26,93.46,848.12,14.84,96.62,64.34,2.11,92.99,warning,traffic_spike
2025-01-01T04:02:20+00:00,ro-4,router,88.77,7.74,49.43,99.66,20.77,89.5,89.73,6.17,49.77,warning,device_overload
2025-01-01T04:02:25+00:00,co-7,core_switch,111.18,6.59,92.46,545.17,8.99,86.55,78.54,1.36,92.49,warning,traffic_spike
2025-01-01T04:02:30+00:00,ro-4,router,102.0,6.22,47.79,186.46,15.32,90.71,96.57,4.25,51.16,warning,device_overload
2025-01-01T04:02:35+00:00,se-3,server,35.61,0.63,36.12,171.92,1.35,43.45,29.43,0.74,30.9,healthy,normal
2025-01-01T04:02:40+00:00,se-3,server,100.57,15.24,99.64,164.69,26.62,54.05,77.59,4.97,92.34,warning,congestion
2025-01-01T04:02:45+00:00,da-1,database,277.05,91.38,4.37,2.62,71.29,2.03,2.35,36.85,1.83,offline,device_failure
2025-01-01T04:02:50+00:00,ac-4,access_switch,316.19,93.52,3.54,13.11,62.22,43.88,61.03,47.12,1.52,offline,link_failure
2025-01-01T04:02:55+00:00,cl-5,client,155.47,3.51,48.3,146.62,12.34,94.15,95.99,5.9,56.88,warning,device_overload
2025-01-01T04:03:00+00:00,se-5,server,499.58,93.19,7.67,1.16,90.36,0.07,3.61,88.27,1.36,offline,device_failure
2025-01-01T04:03:05+00:00,cl-8,client,375.35,91.96,4.94,0.07,48.8,7.06,10.67,67.95,2.77,offline,device_failure
2025-01-01T04:03:10+00:00,cl-5,client,22.02,1.41,53.18,245.53,4.72,34.06,30.3,0.58,32.87,healthy,normal
2025-01-01T04:03:15+00:00,co-1,core_switch,11.83,1.04,49.3,211.51,5.48,16.46,51.95,0.22,51.45,healthy,normal
2025-01-01T04:03:20+00:00,cl-4,client,13.39,0.15,49.19,112.77,3.33,42.81,59.28,0.67,35.04,healthy,normal
2025-01-01T04:03:25+00:00,se-6,server,36.98,0.73,31.56,149.42,3.41,56.47,62.45,0.78,54.53,healthy,normal
2025-01-01T04:03:30+00:00,se-6,server,456.13,98.87,14.96,10.15,83.07,43.45,48.88,35.64,13.37,offline,link_failure
2025-01-01T04:03:35+00:00,ac-6,access_switch,36.75,1.02,21.8,202.7,3.71,41.2,37.27,0.04,27.45,healthy,normal
2025-01-01T04:03:40+00:00,co-7,core_switch,77.58,7.11,92.1,862.48,14.27,88.87,54.43,4.58,92.19,warning,traffic_spike
2025-01-01T04:03:45+00:00,se-4,server,112.17,7.13,89.31,49.7,15.86,59.61,56.55,4.56,87.14,warning,congestion
2025-01-01T04:03:50+00:00,cl-7,client,38.91,0.68,52.74,178.62,5.17,46.49,41.06,0.44,30.82,healthy,normal
2025-01-01T04:03:55+00:00,da-7,database,33.66,0.13,37.97,159.38,2.61,37.26,26.24,0.64,35.21,healthy,normal
2025-01-01T04:04:00+00:00,co-6,core_switch,449.7,96.78,4.22,1.07,45.24,1.45,6.76,57.3,7.33,warning,device_failure
2025-01-01T04:04:05+00:00,ro-4,router,471.91,93.09,1.99,19.81,81.74,30.97,71.82,49.32,15.06,offline,link_failure
2025-01-01T04:04:10+00:00,ac-4,access_switch,35.99,0.01,55.04,148.23,0.86,23.49,42.36,0.19,53.32,healthy,normal
2025-01-01T04:04:15+00:00,ac-7,access_switch,29.85,0.43,54.02,224.58,4.96,15.08,37.11,0.01,65.67,healthy,normal
2025-01-01T04:04:20+00:00,cl-3,client,25.0,0.03,53.36,177.88,3.52,46.93,37.4,0.63,34.81,healthy,normal
2025-01-01T04:04:25+00:00,ac-4,access_switch,416.11,95.49,1.78,13.36,71.43,26.81,70.37,57.57,9.72,warning,link_failure
2025-01-01T04:04:30+00:00,se-6,server,118.14,7.89,83.66,144.28,15.99,88.8,94.39,5.65,47.76,warning,device_overload
2025-01-01T04:04:35+00:00,cl-3,client,26.08,0.12,40.77,242.64,5.01,24.41,41.22,0.35,26.88,healthy,normal
2025-01-01T04:04:40+00:00,da-5,database,115.22,4.55,71.0,76.38,22.23,90.57,92.25,3.35,53.28,warning,device_overload
2025-01-01T04:04:45+00:00,se-1,server,119.54,7.34,95.21,914.07,8.62,74.75,63.73,2.05,96.88,warning,traffic_spike
2025-01-01T04:04:50+00:00,ro-4,router,77.86,2.76,58.72,169.13,14.17,95.64,90.63,6.81,70.03,warning,device_overload
2025-01-01T04:04:55+00:00,cl-4,client,11.74,0.6,39.37,123.55,4.91,20.66,61.76,0.36,22.89,healthy,normal
2025-01-01T04:05:00+00:00,da-2,database,365.13,89.92,7.23,7.65,58.09,6.03,2.37,35.22,5.7,warning,device_failure
2025-01-01T04:05:05+00:00,ac-8,access_switch,24.13,0.62,44.99,164.14,4.57,33.37,39.49,0.37,33.01,healthy,normal
2025-01-01T04:05:10+00:00,co-3,core_switch,186.96,13.66,89.57,149.16,29.04,69.29,67.5,4.38,97.4,warning,congestion
2025-01-01T04:05:15+00:00,co-5,core_switch,105.57,4.11,97.34,522.96,25.05,92.43,78.13,1.94,94.8,warning,traffic_spike
2025-01-01T04:05:20+00:00,se-2,server,424.89,90.85,5.42,6.75,63.88,4.08,10.88,87.61,7.33,offline,device_failure
2025-01-01T04:05:25+00:00,da-2,database,140.21,5.16,73.81,155.55,15.25,87.98,87.33,5.88,86.84,warning,device_overload
2025-01-01T04:05:30+00:00,ac-4,access_switch,295.09,72.43,2.57,18.72,35.22,48.67,26.44,37.23,10.11,offline,link_failure
2025-01-01T04:05:35+00:00,co-7,core_switch,11.1,0.8,43.14,328.95,3.08,15.03,30.15,0.81,61.97,healthy,normal
2025-01-01T04:05:40+00:00,cl-4,client,104.55,6.39,99.32,507.39,23.17,85.34,66.22,4.34,94.29,warning,traffic_spike
2025-01-01T04:05:45+00:00,co-1,core_switch,16.38,0.67,31.88,165.05,1.96,55.31,39.91,0.43,38.92,healthy,normal
2025-01-01T04:05:50+00:00,cl-1,client,21.12,0.99,33.32,287.22,5.16,53.09,49.91,0.44,16.77,healthy,normal
2025-01-01T04:05:55+00:00,se-4,server,29.23,0.11,29.81,241.34,3.87,48.42,39.04,0.89,61.5,healthy,normal
2025-01-01T04:06:00+00:00,se-4,server,142.65,1.35,59.15,185.69,13.86,87.74,97.6,3.31,87.18,warning,device_overload
2025-01-01T04:06:05+00:00,da-3,database,23.52,1.32,24.01,169.87,3.38,37.88,26.14,0.03,32.04,healthy,normal
2025-01-01T04:06:10+00:00,ro-2,router,34.95,0.58,57.1,243.85,3.23,48.0,25.8,0.06,45.16,healthy,normal
2025-01-01T04:06:15+00:00,ro-8,router,16.71,0.76,33.05,196.35,5.57,46.91,51.76,0.66,29.72,healthy,normal
2025-01-01T04:06:20+00:00,da-1,database,379.71,91.32,2.11,4.6,62.49,6.9,6.97,63.8,1.15,warning,device_failure
2025-01-01T04:06:25+00:00,ro-6,router,19.4,1.4,43.45,165.69,4.92,22.88,51.73,0.09,65.26,healthy,normal
2025-01-01T04:06:30+00:00,ro-4,router,194.58,11.21,97.62,41.87,19.64,69.49,52.18,5.95,90.39,warning,congestion
2025-01-01T04:06:35+00:00,da-1,database,33.32,0.34,54.27,164.32,3.62,35.14,42.42,0.42,59.33,healthy,normal
2025-01-01T04:06:40+00:00,cl-7,client,36.6,1.26,42.61,316.34,5.46,52.69,63.35,0.7,58.24,healthy,normal
2025-01-01T04:06:45+00:00,co-8,core_switch,27.6,0.8,31.48,257.21,4.19,15.96,28.4,0.18,27.42,healthy,normal
2025-01-01T04:06:50+00:00,da-4,database,132.87,7.11,77.76,150.26,9.89,96.53,87.88,2.17,45.19,warning,device_overload
2025-01-01T04:06:55+00:00,ac-2,access_switch,27.63,0.18,28.49,300.77,1.2,36.15,42.26,0.31,58.12,healthy,normal
2025-01-01T04:07:00+00:00,se-8,server,12.29,0.2,51.1,302.25,4.26,39.87,29.93,0.03,26.84,healthy,normal
2025-01-01T04:07:05+00:00,da-8,database,83.76,5.5,88.4,676.71,23.05,73.57,75.82,0.56,94.18,warning,traffic_spike
2025-01-01T04:07:10+00:00,se-8,server,13.54,1.31,25.98,277.12,3.26,56.8,40.63,0.31,60.78,healthy,normal
2025-01-01T04:07:15+00:00,se-5,server,28.44,0.62,62.56,263.56,1.29,48.53,37.92,0.41,54.81,healthy,normal
2025-01-01T04:07:20+00:00,cl-5,client,41.12,0.45,56.11,291.19,3.57,59.24,38.22,0.65,49.04,healthy,normal
2025-01-01T04:07:25+00:00,da-1,database,118.65,8.53,92.38,481.07,26.51,92.57,61.96,2.45,98.93,warning,traffic_spike
2025-01-01T04:07:30+00:00,da-2,database,275.93,83.98,16.19,11.87,32.22,36.57,56.07,53.79,15.24,offline,link_failure
2025-01-01T04:07:35+00:00,da-4,database,158.08,6.51,84.15,115.78,18.74,56.97,44.18,5.56,90.48,warning,congestion
2025-01-01T04:07:40+00:00,ro-4,router,137.96,4.39,96.95,598.61,12.06,75.23,57.85,2.93,91.51,warning,traffic_spike
2025-01-01T04:07:45+00:00,ac-3,access_switch,18.92,0.48,20.52,126.97,5.29,54.32,55.79,0.77,63.81,healthy,normal
2025-01-01T04:07:50+00:00,se-4,server,121.57,1.05,70.59,163.55,22.38,99.94,95.82,7.36,64.95,warning,device_overload
2025-01-01T04:07:55+00:00,cl-7,client,34.73,1.07,50.34,310.04,2.76,57.1,66.18,0.23,36.73,healthy,normal
2025-01-01T04:08:00+00:00,co-1,core_switch,286.46,94.68,6.51,2.23,75.81,5.33,12.18,45.2,4.21,offline,device_failure
2025-01-01T04:08:05+00:00,co-2,core_switch,200.5,5.86,95.31,163.68,14.35,74.38,76.67,6.6,95.82,warning,congestion
2025-01-01T04:08:10+00:00,cl-1,client,37.75,1.15,58.2,150.79,2.05,41.09,62.17,0.09,41.09,healthy,normal
2025-01-01T04:08:15+00:00,ac-5,access_switch,12.06,0.81,25.72,228.53,3.56,56.51,34.52,0.24,15.19,healthy,normal
2025-01-01T04:08:20+00:00,ac-7,access_switch,75.22,3.62,98.98,677.49,16.62,73.72,75.37,4.42,90.09,warning,traffic_spike
2025-01-01T04:08:25+00:00,da-7,database,87.43,2.8,97.94,676.84,22.28,87.63,53.51,1.16,97.39,warning,traffic_spike
2025-01-01T04:08:30+00:00,da-7,database,15.52,0.81,60.64,179.02,2.32,43.13,37.11,0.35,50.63,healthy,normal
2025-01-01T04:08:35+00:00,da-3,database,115.58,10.92,97.47,110.77,16.6,67.13,65.44,2.74,92.54,warning,congestion
2025-01-01T04:08:40+00:00,co-2,core_switch,337.09,90.93,8.52,2.35,47.3,5.63,10.42,88.21,1.22,offline,device_failure
2025-01-01T04:08:45+00:00,co-7,core_switch,273.48,73.37,18.16,6.82,83.18,42.48,51.84,48.43,7.8,offline,link_failure
2025-01-01T04:08:50+00:00,ac-4,access_switch,132.26,7.44,90.74,476.56,22.27,88.69,64.75,1.56,93.75,warning,traffic_spike
2025-01-01T04:08:55+00:00,co-5,core_switch,21.61,0.48,21.4,275.03,3.57,29.91,51.07,0.83,64.47,healthy,normal
2025-01-01T04:09:00+00:00,da-6,database,12.43,1.26,47.79,222.52,3.54,18.59,40.84,0.88,36.56,healthy,normal
2025-01-01T04:09:05+00:00,cl-1,client,15.84,0.58,18.29,202.14,0.89,19.68,35.52,0.59,25.36,healthy,normal
2025-01-01T04:09:10+00:00,da-7,database,470.63,89.61,3.12,0.58,46.31,4.67,6.88,64.94,2.56,warning,device_failure
2025-01-01T04:09:15+00:00,co-3,core_switch,39.09,0.65,20.63,149.09,4.35,21.88,33.3,0.47,25.14,healthy,normal
2025-01-01T04:09:20+00:00,ac-1,access_switch,24.75,1.2,48.19,113.37,3.21,22.72,46.7,0.02,27.68,healthy,normal
2025-01-01T04:09:25+00:00,ac-1,access_switch,156.66,4.04,48.77,128.02,10.74,89.11,87.19,1.85,77.85,warning,device_overload
2025-01-01T04:09:30+00:00,da-6,database,21.42,1.1,21.1,233.84,4.96,39.86,31.3,0.68,45.11,healthy,normal
2025-01-01T04:09:35+00:00,co-2,core_switch,21.41,0.98,20.24,239.03,6.0,30.94,28.87,0.4,35.41,healthy,normal
2025-01-01T04:09:40+00:00,co-7,core_switch,29.43,0.25,63.35,297.23,4.75,36.48,34.03,0.64,29.48,healthy,normal
2025-01-01T04:09:45+00:00,ro-4,router,134.87,4.36,88.65,830.98,21.76,73.06,51.74,3.9,94.86,warning,traffic_spike
2025-01-01T04:09:50+00:00,co-4,core_switch,166.37,10.07,87.79,46.15,35.73,80.11,76.9,6.04,92.75,warning,congestion
2025-01-01T04:09:55+00:00,ac-4,access_switch,29.08,0.89,25.25,270.9,4.74,48.18,24.84,0.2,16.37,healthy,normal
2025-01-01T04:10:00+00:00,ac-2,access_switch,19.2,0.62,29.55,138.17,4.17,38.19,59.73,0.3,17.98,healthy,normal
2025-01-01T04:10:05+00:00,cl-8,client,408.41,92.01,0.28,2.52,75.64,10.94,6.53,44.37,0.47,offline,device_failure
2025-01-01T04:10:10+00:00,ac-5,access_switch,18.23,0.86,28.88,133.59,1.17,20.62,65.34,0.77,15.51,healthy,normal
2025-01-01T04:10:15+00:00,ac-6,access_switch,22.62,1.02,41.69,170.95,5.73,32.83,53.67,0.44,25.82,healthy,normal
2025-01-01T04:10:20+00:00,ac-7,access_switch,22.96,1.42,38.8,158.21,2.77,17.61,36.86,0.79,39.44,healthy,normal
2025-01-01T04:10:25+00:00,ro-2,router,27.38,0.29,42.29,156.36,4.12,31.0,61.73,0.71,50.28,healthy,normal
2025-01-01T04:10:30+00:00,ac-1,access_switch,129.39,10.97,96.15,55.21,12.47,59.65,69.87,2.97,99.64,warning,congestion
2025-01-01T04:10:35+00:00,cl-7,client,23.4,0.43,44.27,121.29,4.27,19.44,32.64,0.42,18.61,healthy,normal
2025-01-01T04:10:40+00:00,ac-2,access_switch,17.95,0.37,36.12,168.88,3.97,54.56,46.67,0.68,26.45,healthy,normal
2025-01-01T04:10:45+00:00,da-6,database,17.69,0.55,52.8,304.14,2.87,38.49,47.64,0.31,24.4,healthy,normal
2025-01-01T04:10:50+00:00,se-5,server,420.3,88.36,0.84,4.96,78.13,10.03,4.26,88.81,2.18,offline,device_failure
2025-01-01T04:10:55+00:00,cl-8,client,37.4,0.06,53.76,319.61,1.01,59.23,44.19,0.06,31.12,healthy,normal
2025-01-01T04:11:00+00:00,se-6,server,385.24,99.35,2.33,3.08,87.89,0.38,2.81,72.79,0.17,offline,device_failure
2025-01-01T04:11:05+00:00,se-2,server,39.52,0.78,53.05,174.53,1.37,45.35,66.52,0.28,47.49,healthy,normal
2025-01-01T04:11:10+00:00,co-1,core_switch,25.16,1.07,25.59,132.9,4.36,44.71,46.27,0.6,56.7,healthy,normal
2025-01-01T04:11:15+00:00,se-2,server,104.53,4.54,52.24,110.37,11.93,86.98,84.51,4.77,59.27,warning,device_overload
2025-01-01T04:11:20+00:00,cl-7,client,95.43,9.3,99.29,618.67,24.18,88.83,70.87,0.8,99.69,warning,traffic_spike
2025-01-01T04:11:25+00:00,da-3,database,459.36,97.1,6.24,6.78,72.99,10.94,2.3,66.76,5.39,offline,device_failure
2025-01-01T04:11:30+00:00,se-1,server,30.42,0.44,51.8,186.49,6.0,50.03,62.53,0.17,52.09,healthy,normal
2025-01-01T04:11:35+00:00,ac-4,access_switch,24.58,0.62,23.83,180.59,3.74,58.69,24.96,0.74,37.63,healthy,normal
2025-01-01T04:11:40+00:00,ac-5,access_switch,122.96,7.45,48.82,156.21,7.04,86.83,95.75,1.25,64.12,warning,device_overload
2025-01-01T04:11:45+00:00,co-4,core_switch,34.78,1.49,20.39,203.02,5.84,16.82,57.82,0.55,23.26,healthy,normal
2025-01-01T04:11:50+00:00,cl-3,client,15.65,0.84,49.1,182.64,4.92,21.92,64.65,0.67,28.45,healthy,normal
2025-01-01T04:11:55+00:00,se-3,server,214.94,8.5,96.55,123.47,27.51,70.52,71.25,3.45,97.54,warning,congestion
2025-01-01T04:12:00+00:00,ac-8,access_switch,33.45,0.55,60.36,211.52,3.71,59.03,53.35,0.65,64.65,healthy,normal
2025-01-01T04:12:05+00:00,ro-1,router,36.86,0.48,63.77,273.87,1.54,44.14,49.96,0.72,51.05,healthy,normal
2025-01-01T04:12:10+00:00,ro-6,router,16.24,0.6,54.09,133.5,2.31,25.1,24.88,0.06,63.09,healthy,normal
2025-01-01T04:12:15+00:00,ro-1,router,19.39,0.3,22.68,260.06,5.2,35.92,30.5,0.7,15.03,healthy,normal
2025-01-01T04:12:20+00:00,co-8,core_switch,28.42,1.06,50.36,132.57,3.04,48.36,38.33,0.37,56.43,healthy,normal
2025-01-01T04:12:25+00:00,cl-8,client,15.03,1.08,61.09,261.26,1.9,39.65,28.43,0.82,36.17,healthy,normal
2025-01-01T04:12:30+00:00,co-8,core_switch,11.11,1.11,32.66,319.17,2.86,59.28,34.21,0.06,41.53,healthy,normal
2025-01-01T04:12:35+00:00,ac-8,access_switch,66.35,5.35,97.91,618.14,17.35,94.74,55.99,3.44,96.82,warning,traffic_spike
2025-01-01T04:12:40+00:00,ro-7,router,32.2,0.16,51.37,264.65,0.97,51.59,41.29,0.06,28.38,healthy,normal
2025-01-01T04:12:45+00:00,se-4,server,70.76,1.95,76.72,145.72,20.05,95.97,90.14,4.05,86.72,warning,device_overload
2025-01-01T04:12:50+00:00,ro-6,router,17.5,0.95,31.05,247.99,4.19,46.12,42.12,0.51,26.51,healthy,normal
2025-01-01T04:12:55+00:00,co-7,core_switch,39.23,0.7,49.28,190.45,5.43,25.79,66.55,0.03,32.31,healthy,normal
2025-01-01T04:13:00+00:00,ro-4,router,22.1,1.21,58.29,276.59,5.55,40.2,37.05,0.3,34.36,healthy,normal
2025-01-01T04:13:05+00:00,ac-2,access_switch,10.97,0.02,52.55,256.43,5.91,15.38,66.42,0.14,64.21,healthy,normal
2025-01-01T04:13:10+00:00,se-8,server,38.46,0.4,22.35,279.94,2.59,45.31,49.63,0.77,51.33,healthy,normal
2025-01-01T04:13:15+00:00,cl-3,client,220.25,7.82,89.75,59.56,22.38,56.6,42.9,3.3,88.62,warning,congestion
2025-01-01T04:13:20+00:00,ro-6,router,70.05,6.6,83.06,172.8,14.15,99.33,85.21,5.1,65.41,warning,device_overload
2025-01-01T04:13:25+00:00,da-6,database,116.59,14.02,85.94,144.34,18.95,77.13,71.06,3.01,95.05,warning,congestion
2025-01-01T04:13:30+00:00,da-8,database,108.66,2.12,52.89,91.29,19.21,91.55,94.93,1.54,51.39,warning,device_overload
2025-01-01T04:13:35+00:00,se-6,server,88.55,6.69,50.1,146.14,11.19,98.3,91.19,6.19,66.93,warning,device_overload
2025-01-01T04:13:40+00:00,ro-2,router,79.28,7.53,90.01,783.07,9.45,84.75,60.35,3.98,95.56,warning,traffic_spike
2025-01-01T04:13:45+00:00,cl-8,client,437.37,99.38,5.54,6.11,92.55,8.73,10.27,41.57,1.09,warning,device_failure
2025-01-01T04:13:50+00:00,ro-8,router,34.13,0.9,18.39,113.13,5.23,29.56,47.84,0.53,60.38,healthy,normal
2025-01-01T04:13:55+00:00,cl-1,client,27.49,0.4,27.05,172.18,5.16,30.3,25.47,0.75,20.84,healthy,normal
2025-01-01T04:14:00+00:00,ro-4,router,282.38,89.96,15.85,15.77,78.62,46.61,26.79,28.3,1.9,warning,link_failure
